,positionid,attack,defense,money,rarity,attack_percentile,defense_percentile,money_percentile,total_score_rank
953,953,11,31,16,rare,0.36005,0.94505,0.60505,410.0
1053,1053,11,31,16,rare,0.36005,0.94505,0.60505,411.0
1153,1153,11,31,16,rare,0.36005,0.94505,0.60505,412.0
1253,1253,11,31,16,rare,0.36005,0.94505,0.60505,413.0
1353,1353,11,31,16,rare,0.36005,0.94505,0.60505,414.0
1453,1453,11,31,16,rare,0.36005,0.94505,0.60505,415.0
1553,1553,11,31,16,rare,0.36005,0.94505,0.60505,416.0
1653,1653,11,31,16,rare,0.36005,0.94505,0.60505,417.0
1753,1753,11,31,16,rare,0.36005,0.94505,0.60505,418.0
1853,1853,11,31,16,rare,0.36005,0.94505,0.60505,419.0
1953,1953,11,31,16,rare,0.36005,0.94505,0.60505,420.0
2053,2053,11,31,16,rare,0.36005,0.94505,0.60505,421.0
2153,2153,11,31,16,rare,0.36005,0.94505,0.60505,422.0
2253,2253,11,31,16,rare,0.36005,0.94505,0.60505,423.0
2353,2353,11,31,16,rare,0.36005,0.94505,0.60505,424.0
2453,2453,11,31,16,rare,0.36005,0.94505,0.60505,425.0
2553,2553,11,31,16,rare,0.36005,0.94505,0.60505,426.0
2653,2653,11,31,16,rare,0.36005,0.94505,0.60505,427.0
2753,2753,11,31,16,rare,0.36005,0.94505,0.60505,428.0
2853,2853,11,31,16,rare,0.36005,0.94505,0.60505,429.0
2953,2953,11,31,16,rare,0.36005,0.94505,0.60505,430.0
3053,3053,11,31,16,rare,0.36005,0.94505,0.60505,431.0
3153,3153,11,31,16,rare,0.36005,0.94505,0.60505,432.0
3253,3253,11,31,16,rare,0.36005,0.94505,0.60505,433.0
3353,3353,11,31,16,rare,0.36005,0.94505,0.60505,434.0
3453,3453,11,31,16,rare,0.36005,0.94505,0.60505,435.0
3553,3553,11,31,16,rare,0.36005,0.94505,0.60505,436.0
3653,3653,11,31,16,rare,0.36005,0.94505,0.60505,437.0
3753,3753,11,31,16,rare,0.36005,0.94505,0.60505,438.0
3853,3853,11,31,16,rare,0.36005,0.94505,0.60505,439.0
3953,3953,11,31,16,rare,0.36005,0.94505,0.60505,440.0
4053,4053,11,31,16,rare,0.36005,0.94505,0.60505,441.0
4153,4153,11,31,16,rare,0.36005,0.94505,0.60505,442.0
4253,4253,11,31,16,rare,0.36005,0.94505,0.60505,443.0
4353,4353,11,31,16,rare,0.36005,0.94505,0.60505,444.0
4453,4453,11,31,16,rare,0.36005,0.94505,0.60505,445.0
4553,4553,11,31,16,rare,0.36005,0.94505,0.60505,446.0
4653,4653,11,31,16,rare,0.36005,0.94505,0.60505,447.0
4753,4753,11,31,16,rare,0.36005,0.94505,0.60505,448.0
4853,4853,11,31,16,rare,0.36005,0.94505,0.60505,449.0
4953,4953,11,31,16,rare,0.36005,0.94505,0.60505,450.0
5053,5053,11,31,16,rare,0.36005,0.94505,0.60505,451.0
5153,5153,11,31,16,rare,0.36005,0.94505,0.60505,452.0
5253,5253,11,31,16,rare,0.36005,0.94505,0.60505,453.0
5353,5353,11,31,16,rare,0.36005,0.94505,0.60505,454.0
5453,5453,11,31,16,rare,0.36005,0.94505,0.60505,455.0
5553,5553,11,31,16,rare,0.36005,0.94505,0.60505,456.0
5653,5653,11,31,16,rare,0.36005,0.94505,0.60505,457.0
5753,5753,11,31,16,rare,0.36005,0.94505,0.60505,458.0
5853,5853,11,31,16,rare,0.36005,0.94505,0.60505,459.0
5953,5953,11,31,16,rare,0.36005,0.94505,0.60505,460.0
6053,6053,11,31,16,rare,0.36005,0.94505,0.60505,461.0
6153,6153,11,31,16,rare,0.36005,0.94505,0.60505,462.0
6253,6253,11,31,16,rare,0.36005,0.94505,0.60505,463.0
6353,6353,11,31,16,rare,0.36005,0.94505,0.60505,464.0
6453,6453,11,31,16,rare,0.36005,0.94505,0.60505,465.0
6553,6553,11,31,16,rare,0.36005,0.94505,0.60505,466.0
6653,6653,11,31,16,rare,0.36005,0.94505,0.60505,467.0
6753,6753,11,31,16,rare,0.36005,0.94505,0.60505,468.0
6853,6853,11,31,16,rare,0.36005,0.94505,0.60505,469.0
6953,6953,11,31,16,rare,0.36005,0.94505,0.60505,470.0
7053,7053,11,31,16,rare,0.36005,0.94505,0.60505,471.0
7153,7153,11,31,16,rare,0.36005,0.94505,0.60505,472.0
7253,7253,11,31,16,rare,0.36005,0.94505,0.60505,473.0
7353,7353,11,31,16,rare,0.36005,0.94505,0.60505,474.0
7453,7453,11,31,16,rare,0.36005,0.94505,0.60505,475.0
7553,7553,11,31,16,rare,0.36005,0.94505,0.60505,476.0
7653,7653,11,31,16,rare,0.36005,0.94505,0.60505,477.0
7753,7753,11,31,16,rare,0.36005,0.94505,0.60505,478.0
7853,7853,11,31,16,rare,0.36005,0.94505,0.60505,479.0
7953,7953,11,31,16,rare,0.36005,0.94505,0.60505,480.0
8053,8053,11,31,16,rare,0.36005,0.94505,0.60505,481.0
8153,8153,11,31,16,rare,0.36005,0.94505,0.60505,482.0
8253,8253,11,31,16,rare,0.36005,0.94505,0.60505,483.0
8353,8353,11,31,16,rare,0.36005,0.94505,0.60505,484.0
8453,8453,11,31,16,rare,0.36005,0.94505,0.60505,485.0
8553,8553,11,31,16,rare,0.36005,0.94505,0.60505,486.0
8653,8653,11,31,16,rare,0.36005,0.94505,0.60505,487.0
8753,8753,11,31,16,rare,0.36005,0.94505,0.60505,488.0
8853,8853,11,31,16,rare,0.36005,0.94505,0.60505,489.0
8953,8953,11,31,16,rare,0.36005,0.94505,0.60505,490.0
9053,9053,11,31,16,rare,0.36005,0.94505,0.60505,491.0
9153,9153,11,31,16,rare,0.36005,0.94505,0.60505,492.0
9253,9253,11,31,16,rare,0.36005,0.94505,0.60505,493.0
9353,9353,11,31,16,rare,0.36005,0.94505,0.60505,494.0
9453,9453,11,31,16,rare,0.36005,0.94505,0.60505,495.0
9553,9553,11,31,16,rare,0.36005,0.94505,0.60505,496.0
9653,9653,11,31,16,rare,0.36005,0.94505,0.60505,497.0
9753,9753,11,31,16,rare,0.36005,0.94505,0.60505,498.0
9853,9853,11,31,16,rare,0.36005,0.94505,0.60505,499.0
9953,9953,11,31,16,rare,0.36005,0.94505,0.60505,500.0
52,52,11,30,16,rare,0.36005,0.93505,0.60505,501.0
152,152,11,30,16,rare,0.36005,0.93505,0.60505,502.0
252,252,11,30,16,rare,0.36005,0.93505,0.60505,503.0
352,352,11,30,16,rare,0.36005,0.93505,0.60505,504.0
452,452,11,30,16,rare,0.36005,0.93505,0.60505,505.0
552,552,11,30,16,rare,0.36005,0.93505,0.60505,506.0
652,652,11,30,16,rare,0.36005,0.93505,0.60505,507.0
752,752,11,30,16,rare,0.36005,0.93505,0.60505,508.0
852,852,11,30,16,rare,0.36005,0.93505,0.60505,509.0
952,952,11,30,16,rare,0.36005,0.93505,0.60505,510.0
1052,1052,11,30,16,rare,0.36005,0.93505,0.60505,511.0
1152,1152,11,30,16,rare,0.36005,0.93505,0.60505,512.0
1252,1252,11,30,16,rare,0.36005,0.93505,0.60505,513.0
1352,1352,11,30,16,rare,0.36005,0.93505,0.60505,514.0
1452,1452,11,30,16,rare,0.36005,0.93505,0.60505,515.0
1552,1552,11,30,16,rare,0.36005,0.93505,0.60505,516.0
1652,1652,11,30,16,rare,0.36005,0.93505,0.60505,517.0
1752,1752,11,30,16,rare,0.36005,0.93505,0.60505,518.0
1852,1852,11,30,16,rare,0.36005,0.93505,0.60505,519.0
1952,1952,11,30,16,rare,0.36005,0.93505,0.60505,520.0
2052,2052,11,30,16,rare,0.36005,0.93505,0.60505,521.0
2152,2152,11,30,16,rare,0.36005,0.93505,0.60505,522.0
2252,2252,11,30,16,rare,0.36005,0.93505,0.60505,523.0
2352,2352,11,30,16,rare,0.36005,0.93505,0.60505,524.0
2452,2452,11,30,16,rare,0.36005,0.93505,0.60505,525.0
2552,2552,11,30,16,rare,0.36005,0.93505,0.60505,526.0
2652,2652,11,30,16,rare,0.36005,0.93505,0.60505,527.0
2752,2752,11,30,16,rare,0.36005,0.93505,0.60505,528.0
2852,2852,11,30,16,rare,0.36005,0.93505,0.60505,529.0
2952,2952,11,30,16,rare,0.36005,0.93505,0.60505,530.0
3052,3052,11,30,16,rare,0.36005,0.93505,0.60505,531.0
3152,3152,11,30,16,rare,0.36005,0.93505,0.60505,532.0
3252,3252,11,30,16,rare,0.36005,0.93505,0.60505,533.0
3352,3352,11,30,16,rare,0.36005,0.93505,0.60505,534.0
3452,3452,11,30,16,rare,0.36005,0.93505,0.60505,535.0
3552,3552,11,30,16,rare,0.36005,0.93505,0.60505,536.0
3652,3652,11,30,16,rare,0.36005,0.93505,0.60505,537.0
3752,3752,11,30,16,rare,0.36005,0.93505,0.60505,538.0
3852,3852,11,30,16,rare,0.36005,0.93505,0.60505,539.0
3952,3952,11,30,16,rare,0.36005,0.93505,0.60505,540.0
4052,4052,11,30,16,rare,0.36005,0.93505,0.60505,541.0
4152,4152,11,30,16,rare,0.36005,0.93505,0.60505,542.0
4252,4252,11,30,16,rare,0.36005,0.93505,0.60505,543.0
4352,4352,11,30,16,rare,0.36005,0.93505,0.60505,544.0
4452,4452,11,30,16,rare,0.36005,0.93505,0.60505,545.0
4552,4552,11,30,16,rare,0.36005,0.93505,0.60505,546.0
4652,4652,11,30,16,rare,0.36005,0.93505,0.60505,547.0
4752,4752,11,30,16,rare,0.36005,0.93505,0.60505,548.0
4852,4852,11,30,16,rare,0.36005,0.93505,0.60505,549.0
4952,4952,11,30,16,rare,0.36005,0.93505,0.60505,550.0
5052,5052,11,30,16,rare,0.36005,0.93505,0.60505,551.0
5152,5152,11,30,16,rare,0.36005,0.93505,0.60505,552.0
5252,5252,11,30,16,rare,0.36005,0.93505,0.60505,553.0
5352,5352,11,30,16,rare,0.36005,0.93505,0.60505,554.0
5452,5452,11,30,16,rare,0.36005,0.93505,0.60505,555.0
5552,5552,11,30,16,rare,0.36005,0.93505,0.60505,556.0
5652,5652,11,30,16,rare,0.36005,0.93505,0.60505,557.0
5752,5752,11,30,16,rare,0.36005,0.93505,0.60505,558.0
5852,5852,11,30,16,rare,0.36005,0.93505,0.60505,559.0
5952,5952,11,30,16,rare,0.36005,0.93505,0.60505,560.0
6052,6052,11,30,16,rare,0.36005,0.93505,0.60505,561.0
6152,6152,11,30,16,rare,0.36005,0.93505,0.60505,562.0
6252,6252,11,30,16,rare,0.36005,0.93505,0.60505,563.0
6352,6352,11,30,16,rare,0.36005,0.93505,0.60505,564.0
6452,6452,11,30,16,rare,0.36005,0.93505,0.60505,565.0
6552,6552,11,30,16,rare,0.36005,0.93505,0.60505,566.0
6652,6652,11,30,16,rare,0.36005,0.93505,0.60505,567.0
6752,6752,11,30,16,rare,0.36005,0.93505,0.60505,568.0
6852,6852,11,30,16,rare,0.36005,0.93505,0.60505,569.0
6952,6952,11,30,16,rare,0.36005,0.93505,0.60505,570.0
7052,7052,11,30,16,rare,0.36005,0.93505,0.60505,571.0
7152,7152,11,30,16,rare,0.36005,0.93505,0.60505,572.0
7252,7252,11,30,16,rare,0.36005,0.93505,0.60505,573.0
7352,7352,11,30,16,rare,0.36005,0.93505,0.60505,574.0
7452,7452,11,30,16,rare,0.36005,0.93505,0.60505,575.0
7552,7552,11,30,16,rare,0.36005,0.93505,0.60505,576.0
7652,7652,11,30,16,rare,0.36005,0.93505,0.60505,577.0
7752,7752,11,30,16,rare,0.36005,0.93505,0.60505,578.0
7852,7852,11,30,16,rare,0.36005,0.93505,0.60505,579.0
7952,7952,11,30,16,rare,0.36005,0.93505,0.60505,580.0
8052,8052,11,30,16,rare,0.36005,0.93505,0.60505,581.0
8152,8152,11,30,16,rare,0.36005,0.93505,0.60505,582.0
8252,8252,11,30,16,rare,0.36005,0.93505,0.60505,583.0
8352,8352,11,30,16,rare,0.36005,0.93505,0.60505,584.0
8452,8452,11,30,16,rare,0.36005,0.93505,0.60505,585.0
8552,8552,11,30,16,rare,0.36005,0.93505,0.60505,586.0
8652,8652,11,30,16,rare,0.36005,0.93505,0.60505,587.0
8752,8752,11,30,16,rare,0.36005,0.93505,0.60505,588.0
8852,8852,11,30,16,rare,0.36005,0.93505,0.60505,589.0
8952,8952,11,30,16,rare,0.36005,0.93505,0.60505,590.0
9052,9052,11,30,16,rare,0.36005,0.93505,0.60505,591.0
9152,9152,11,30,16,rare,0.36005,0.93505,0.60505,592.0
9252,9252,11,30,16,rare,0.36005,0.93505,0.60505,593.0
9352,9352,11,30,16,rare,0.36005,0.93505,0.60505,594.0
9452,9452,11,30,16,rare,0.36005,0.93505,0.60505,595.0
9552,9552,11,30,16,rare,0.36005,0.93505,0.60505,596.0
9652,9652,11,30,16,rare,0.36005,0.93505,0.60505,597.0
9752,9752,11,30,16,rare,0.36005,0.93505,0.60505,598.0
9852,9852,11,30,16,rare,0.36005,0.93505,0.60505,599.0
9952,9952,11,30,16,rare,0.36005,0.93505,0.60505,600.0
80,80,25,1,18,good,0.97005,0.10005,0.82505,601.0
180,180,25,1,18,good,0.97005,0.10005,0.82505,602.0
280,280,25,1,18,good,0.97005,0.10005,0.82505,603.0
380,380,25,1,18,good,0.97005,0.10005,0.82505,604.0
480,480,25,1,18,good,0.97005,0.10005,0.82505,605.0
580,580,25,1,18,good,0.97005,0.10005,0.82505,606.0
680,680,25,1,18,good,0.97005,0.10005,0.82505,607.0
780,780,25,1,18,good,0.97005,0.10005,0.82505,608.0
880,880,25,1,18,good,0.97005,0.10005,0.82505,609.0
980,980,25,1,18,good,0.97005,0.10005,0.82505,610.0
1080,1080,25,1,18,good,0.97005,0.10005,0.82505,611.0
1180,1180,25,1,18,good,0.97005,0.10005,0.82505,612.0
1280,1280,25,1,18,good,0.97005,0.10005,0.82505,613.0
1380,1380,25,1,18,good,0.97005,0.10005,0.82505,614.0
1480,1480,25,1,18,good,0.97005,0.10005,0.82505,615.0
1580,1580,25,1,18,good,0.97005,0.10005,0.82505,616.0
1680,1680,25,1,18,good,0.97005,0.10005,0.82505,617.0
1780,1780,25,1,18,good,0.97005,0.10005,0.82505,618.0
1880,1880,25,1,18,good,0.97005,0.10005,0.82505,619.0
1980,1980,25,1,18,good,0.97005,0.10005,0.82505,620.0
2080,2080,25,1,18,good,0.97005,0.10005,0.82505,621.0
2180,2180,25,1,18,good,0.97005,0.10005,0.82505,622.0
2280,2280,25,1,18,good,0.97005,0.10005,0.82505,623.0
2380,2380,25,1,18,good,0.97005,0.10005,0.82505,624.0
2480,2480,25,1,18,good,0.97005,0.10005,0.82505,625.0
2580,2580,25,1,18,good,0.97005,0.10005,0.82505,626.0
2680,2680,25,1,18,good,0.97005,0.10005,0.82505,627.0
2780,2780,25,1,18,good,0.97005,0.10005,0.82505,628.0
2880,2880,25,1,18,good,0.97005,0.10005,0.82505,629.0
2980,2980,25,1,18,good,0.97005,0.10005,0.82505,630.0
3080,3080,25,1,18,good,0.97005,0.10005,0.82505,631.0
3180,3180,25,1,18,good,0.97005,0.10005,0.82505,632.0
3280,3280,25,1,18,good,0.97005,0.10005,0.82505,633.0
3380,3380,25,1,18,good,0.97005,0.10005,0.82505,634.0
3480,3480,25,1,18,good,0.97005,0.10005,0.82505,635.0
3580,3580,25,1,18,good,0.97005,0.10005,0.82505,636.0
3680,3680,25,1,18,good,0.97005,0.10005,0.82505,637.0
3780,3780,25,1,18,good,0.97005,0.10005,0.82505,638.0
3880,3880,25,1,18,good,0.97005,0.10005,0.82505,639.0
3980,3980,25,1,18,good,0.97005,0.10005,0.82505,640.0
4080,4080,25,1,18,good,0.97005,0.10005,0.82505,641.0
4180,4180,25,1,18,good,0.97005,0.10005,0.82505,642.0
4280,4280,25,1,18,good,0.97005,0.10005,0.82505,643.0
4380,4380,25,1,18,good,0.97005,0.10005,0.82505,644.0
4480,4480,25,1,18,good,0.97005,0.10005,0.82505,645.0
4580,4580,25,1,18,good,0.97005,0.10005,0.82505,646.0
4680,4680,25,1,18,good,0.97005,0.10005,0.82505,647.0
4780,4780,25,1,18,good,0.97005,0.10005,0.82505,648.0
4880,4880,25,1,18,good,0.97005,0.10005,0.82505,649.0
4980,4980,25,1,18,good,0.97005,0.10005,0.82505,650.0
5080,5080,25,1,18,good,0.97005,0.10005,0.82505,651.0
5180,5180,25,1,18,good,0.97005,0.10005,0.82505,652.0
5280,5280,25,1,18,good,0.97005,0.10005,0.82505,653.0
5380,5380,25,1,18,good,0.97005,0.10005,0.82505,654.0
5480,5480,25,1,18,good,0.97005,0.10005,0.82505,655.0
5580,5580,25,1,18,good,0.97005,0.10005,0.82505,656.0
5680,5680,25,1,18,good,0.97005,0.10005,0.82505,657.0
5780,5780,25,1,18,good,0.97005,0.10005,0.82505,658.0
5880,5880,25,1,18,good,0.97005,0.10005,0.82505,659.0
5980,5980,25,1,18,good,0.97005,0.10005,0.82505,660.0
6080,6080,25,1,18,good,0.97005,0.10005,0.82505,661.0
6180,6180,25,1,18,good,0.97005,0.10005,0.82505,662.0
6280,6280,25,1,18,good,0.97005,0.10005,0.82505,663.0
6380,6380,25,1,18,good,0.97005,0.10005,0.82505,664.0
6480,6480,25,1,18,good,0.97005,0.10005,0.82505,665.0
6580,6580,25,1,18,good,0.97005,0.10005,0.82505,666.0
6680,6680,25,1,18,good,0.97005,0.10005,0.82505,667.0
6780,6780,25,1,18,good,0.97005,0.10005,0.82505,668.0
6880,6880,25,1,18,good,0.97005,0.10005,0.82505,669.0
6980,6980,25,1,18,good,0.97005,0.10005,0.82505,670.0
7080,7080,25,1,18,good,0.97005,0.10005,0.82505,671.0
7180,7180,25,1,18,good,0.97005,0.10005,0.82505,672.0
7280,7280,25,1,18,good,0.97005,0.10005,0.82505,673.0
7380,7380,25,1,18,good,0.97005,0.10005,0.82505,674.0
7480,7480,25,1,18,good,0.97005,0.10005,0.82505,675.0
7580,7580,25,1,18,good,0.97005,0.10005,0.82505,676.0
7680,7680,25,1,18,good,0.97005,0.10005,0.82505,677.0
7780,7780,25,1,18,good,0.97005,0.10005,0.82505,678.0
7880,7880,25,1,18,good,0.97005,0.10005,0.82505,679.0
7980,7980,25,1,18,good,0.97005,0.10005,0.82505,680.0
8080,8080,25,1,18,good,0.97005,0.10005,0.82505,681.0
8180,8180,25,1,18,good,0.97005,0.10005,0.82505,682.0
8280,8280,25,1,18,good,0.97005,0.10005,0.82505,683.0
8380,8380,25,1,18,good,0.97005,0.10005,0.82505,684.0
8480,8480,25,1,18,good,0.97005,0.10005,0.82505,685.0
8580,8580,25,1,18,good,0.97005,0.10005,0.82505,686.0
8680,8680,25,1,18,good,0.97005,0.10005,0.82505,687.0
8780,8780,25,1,18,good,0.97005,0.10005,0.82505,688.0
8880,8880,25,1,18,good,0.97005,0.10005,0.82505,689.0
8980,8980,25,1,18,good,0.97005,0.10005,0.82505,690.0
9080,9080,25,1,18,good,0.97005,0.10005,0.82505,691.0
9180,9180,25,1,18,good,0.97005,0.10005,0.82505,692.0
9280,9280,25,1,18,good,0.97005,0.10005,0.82505,693.0
9380,9380,25,1,18,good,0.97005,0.10005,0.82505,694.0
9480,9480,25,1,18,good,0.97005,0.10005,0.82505,695.0
9580,9580,25,1,18,good,0.97005,0.10005,0.82505,696.0
9680,9680,25,1,18,good,0.97005,0.10005,0.82505,697.0
9780,9780,25,1,18,good,0.97005,0.10005,0.82505,698.0
9880,9880,25,1,18,good,0.97005,0.10005,0.82505,699.0
9980,9980,25,1,18,good,0.97005,0.10005,0.82505,700.0
79,79,24,1,18,good,0.95005,0.10005,0.82505,701.0
179,179,24,1,18,good,0.95005,0.10005,0.82505,702.0
279,279,24,1,18,good,0.95005,0.10005,0.82505,703.0
379,379,24,1,18,good,0.95005,0.10005,0.82505,704.0
479,479,24,1,18,good,0.95005,0.10005,0.82505,705.0
579,579,24,1,18,good,0.95005,0.10005,0.82505,706.0
679,679,24,1,18,good,0.95005,0.10005,0.82505,707.0
779,779,24,1,18,good,0.95005,0.10005,0.82505,708.0
879,879,24,1,18,good,0.95005,0.10005,0.82505,709.0
979,979,24,1,18,good,0.95005,0.10005,0.82505,710.0
1079,1079,24,1,18,good,0.95005,0.10005,0.82505,711.0
1179,1179,24,1,18,good,0.95005,0.10005,0.82505,712.0
1279,1279,24,1,18,good,0.95005,0.10005,0.82505,713.0
1379,1379,24,1,18,good,0.95005,0.10005,0.82505,714.0
1479,1479,24,1,18,good,0.95005,0.10005,0.82505,715.0
1579,1579,24,1,18,good,0.95005,0.10005,0.82505,716.0
1679,1679,24,1,18,good,0.95005,0.10005,0.82505,717.0
1779,1779,24,1,18,good,0.95005,0.10005,0.82505,718.0
1879,1879,24,1,18,good,0.95005,0.10005,0.82505,719.0
1979,1979,24,1,18,good,0.95005,0.10005,0.82505,720.0
2079,2079,24,1,18,good,0.95005,0.10005,0.82505,721.0
2179,2179,24,1,18,good,0.95005,0.10005,0.82505,722.0
2279,2279,24,1,18,good,0.95005,0.10005,0.82505,723.0
2379,2379,24,1,18,good,0.95005,0.10005,0.82505,724.0
2479,2479,24,1,18,good,0.95005,0.10005,0.82505,725.0
2579,2579,24,1,18,good,0.95005,0.10005,0.82505,726.0
2679,2679,24,1,18,good,0.95005,0.10005,0.82505,727.0
2779,2779,24,1,18,good,0.95005,0.10005,0.82505,728.0
2879,2879,24,1,18,good,0.95005,0.10005,0.82505,729.0
2979,2979,24,1,18,good,0.95005,0.10005,0.82505,730.0
3079,3079,24,1,18,good,0.95005,0.10005,0.82505,731.0
3179,3179,24,1,18,good,0.95005,0.10005,0.82505,732.0
3279,3279,24,1,18,good,0.95005,0.10005,0.82505,733.0
3379,3379,24,1,18,good,0.95005,0.10005,0.82505,734.0
3479,3479,24,1,18,good,0.95005,0.10005,0.82505,735.0
3579,3579,24,1,18,good,0.95005,0.10005,0.82505,736.0
3679,3679,24,1,18,good,0.95005,0.10005,0.82505,737.0
3779,3779,24,1,18,good,0.95005,0.10005,0.82505,738.0
3879,3879,24,1,18,good,0.95005,0.10005,0.82505,739.0
3979,3979,24,1,18,good,0.95005,0.10005,0.82505,740.0
4079,4079,24,1,18,good,0.95005,0.10005,0.82505,741.0
4179,4179,24,1,18,good,0.95005,0.10005,0.82505,742.0
4279,4279,24,1,18,good,0.95005,0.10005,0.82505,743.0
4379,4379,24,1,18,good,0.95005,0.10005,0.82505,744.0
4479,4479,24,1,18,good,0.95005,0.10005,0.82505,745.0
4579,4579,24,1,18,good,0.95005,0.10005,0.82505,746.0
4679,4679,24,1,18,good,0.95005,0.10005,0.82505,747.0
4779,4779,24,1,18,good,0.95005,0.10005,0.82505,748.0
4879,4879,24,1,18,good,0.95005,0.10005,0.82505,749.0
4979,4979,24,1,18,good,0.95005,0.10005,0.82505,750.0
5079,5079,24,1,18,good,0.95005,0.10005,0.82505,751.0
5179,5179,24,1,18,good,0.95005,0.10005,0.82505,752.0
5279,5279,24,1,18,good,0.95005,0.10005,0.82505,753.0
5379,5379,24,1,18,good,0.95005,0.10005,0.82505,754.0
5479,5479,24,1,18,good,0.95005,0.10005,0.82505,755.0
5579,5579,24,1,18,good,0.95005,0.10005,0.82505,756.0
5679,5679,24,1,18,good,0.95005,0.10005,0.82505,757.0
5779,5779,24,1,18,good,0.95005,0.10005,0.82505,758.0
5879,5879,24,1,18,good,0.95005,0.10005,0.82505,759.0
5979,5979,24,1,18,good,0.95005,0.10005,0.82505,760.0
6079,6079,24,1,18,good,0.95005,0.10005,0.82505,761.0
6179,6179,24,1,18,good,0.95005,0.10005,0.82505,762.0
6279,6279,24,1,18,good,0.95005,0.10005,0.82505,763.0
6379,6379,24,1,18,good,0.95005,0.10005,0.82505,764.0
6479,6479,24,1,18,good,0.95005,0.10005,0.82505,765.0
6579,6579,24,1,18,good,0.95005,0.10005,0.82505,766.0
6679,6679,24,1,18,good,0.95005,0.10005,0.82505,767.0
6779,6779,24,1,18,good,0.95005,0.10005,0.82505,768.0
6879,6879,24,1,18,good,0.95005,0.10005,0.82505,769.0
6979,6979,24,1,18,good,0.95005,0.10005,0.82505,770.0
7079,7079,24,1,18,good,0.95005,0.10005,0.82505,771.0
7179,7179,24,1,18,good,0.95005,0.10005,0.82505,772.0
7279,7279,24,1,18,good,0.95005,0.10005,0.82505,773.0
7379,7379,24,1,18,good,0.95005,0.10005,0.82505,774.0
7479,7479,24,1,18,good,0.95005,0.10005,0.82505,775.0
7579,7579,24,1,18,good,0.95005,0.10005,0.82505,776.0
7679,7679,24,1,18,good,0.95005,0.10005,0.82505,777.0
7779,7779,24,1,18,good,0.95005,0.10005,0.82505,778.0
7879,7879,24,1,18,good,0.95005,0.10005,0.82505,779.0
7979,7979,24,1,18,good,0.95005,0.10005,0.82505,780.0
8079,8079,24,1,18,good,0.95005,0.10005,0.82505,781.0
8179,8179,24,1,18,good,0.95005,0.10005,0.82505,782.0
8279,8279,24,1,18,good,0.95005,0.10005,0.82505,783.0
8379,8379,24,1,18,good,0.95005,0.10005,0.82505,784.0
8479,8479,24,1,18,good,0.95005,0.10005,0.82505,785.0
8579,8579,24,1,18,good,0.95005,0.10005,0.82505,786.0
8679,8679,24,1,18,good,0.95005,0.10005,0.82505,787.0
8779,8779,24,1,18,good,0.95005,0.10005,0.82505,788.0
8879,8879,24,1,18,good,0.95005,0.10005,0.82505,789.0
8979,8979,24,1,18,good,0.95005,0.10005,0.82505,790.0
9079,9079,24,1,18,good,0.95005,0.10005,0.82505,791.0
9179,9179,24,1,18,good,0.95005,0.10005,0.82505,792.0
9279,9279,24,1,18,good,0.95005,0.10005,0.82505,793.0
9379,9379,24,1,18,good,0.95005,0.10005,0.82505,794.0
9479,9479,24,1,18,good,0.95005,0.10005,0.82505,795.0
9579,9579,24,1,18,good,0.95005,0.10005,0.82505,796.0
9679,9679,24,1,18,good,0.95005,0.10005,0.82505,797.0
9779,9779,24,1,18,good,0.95005,0.10005,0.82505,798.0
9879,9879,24,1,18,good,0.95005,0.10005,0.82505,799.0
9979,9979,24,1,18,good,0.95005,0.10005,0.82505,800.0
78,78,23,1,18,good,0.92505,0.10005,0.82505,801.0
178,178,23,1,18,good,0.92505,0.10005,0.82505,802.0
278,278,23,1,18,good,0.92505,0.10005,0.82505,803.0
378,378,23,1,18,good,0.92505,0.10005,0.82505,804.0
478,478,23,1,18,good,0.92505,0.10005,0.82505,805.0
578,578,23,1,18,good,0.92505,0.10005,0.82505,806.0
678,678,23,1,18,good,0.92505,0.10005,0.82505,807.0
778,778,23,1,18,good,0.92505,0.10005,0.82505,808.0
878,878,23,1,18,good,0.92505,0.10005,0.82505,809.0
978,978,23,1,18,good,0.92505,0.10005,0.82505,810.0
1078,1078,23,1,18,good,0.92505,0.10005,0.82505,811.0
1178,1178,23,1,18,good,0.92505,0.10005,0.82505,812.0
1278,1278,23,1,18,good,0.92505,0.10005,0.82505,813.0
1378,1378,23,1,18,good,0.92505,0.10005,0.82505,814.0
1478,1478,23,1,18,good,0.92505,0.10005,0.82505,815.0
1578,1578,23,1,18,good,0.92505,0.10005,0.82505,816.0
1678,1678,23,1,18,good,0.92505,0.10005,0.82505,817.0
1778,1778,23,1,18,good,0.92505,0.10005,0.82505,818.0
1878,1878,23,1,18,good,0.92505,0.10005,0.82505,819.0
1978,1978,23,1,18,good,0.92505,0.10005,0.82505,820.0
2078,2078,23,1,18,good,0.92505,0.10005,0.82505,821.0
2178,2178,23,1,18,good,0.92505,0.10005,0.82505,822.0
2278,2278,23,1,18,good,0.92505,0.10005,0.82505,823.0
2378,2378,23,1,18,good,0.92505,0.10005,0.82505,824.0
2478,2478,23,1,18,good,0.92505,0.10005,0.82505,825.0
2578,2578,23,1,18,good,0.92505,0.10005,0.82505,826.0
2678,2678,23,1,18,good,0.92505,0.10005,0.82505,827.0
2778,2778,23,1,18,good,0.92505,0.10005,0.82505,828.0
